#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BayesianSkyline.t:hcv" spec="beast.evolution.tree.coalescent.BayesianSkyline">
#            <parameter dimension="4" id="bPopSizes.t:hcv" lower="0.0" name="popSizes" upper="380000.0">380.0</parameter>
#            <groupSizes dimension="4" id="bGroupSizes.t:hcv" spec="beast.core.parameter.IntegerParameter">1</groupSizes>
#            <treeIntervals id="BSPTreeIntervals.t:hcv" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:hcv">
#                    <taxonset id="TaxonSet.hcv" spec="beast.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <distribution id="MarkovChainedPopSizes.t:hcv" jeffreys="true" parameter="@bPopSizes.t:hcv" spec="beast.math.distributions.MarkovChainDistribution"/>
#        <prior id="GammaShapePrior.s:hcv" name="distribution">
#            <parameter id="gammaShape.s:hcv" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="RateACPrior.s:hcv" name="distribution">
#            <parameter id="rateAC.s:hcv" lower="0.0" name="x">1.0</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="alpha">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="beta">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateAGPrior.s:hcv" name="distribution">
#            <parameter id="rateAG.s:hcv" lower="0.0" name="x">1.0</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.3" name="alpha">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.4" name="beta">20.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateATPrior.s:hcv" name="distribution">
#            <parameter id="rateAT.s:hcv" lower="0.0" name="x">1.0</parameter>
#            <Gamma id="Gamma.2" name="distr">
#                <parameter estimate="false" id="RealParameter.5" name="alpha">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.6" name="beta">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateCGPrior.s:hcv" name="distribution">
#            <parameter id="rateCG.s:hcv" lower="0.0" name="x">1.0</parameter>
#            <Gamma id="Gamma.3" name="distr">
#                <parameter estimate="false" id="RealParameter.7" name="alpha">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.8" name="beta">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateGTPrior.s:hcv" name="distribution">
#            <parameter id="rateGT.s:hcv" lower="0.0" name="x">1.0</parameter>
#            <Gamma id="Gamma.5" name="distr">
#                <parameter estimate="false" id="RealParameter.11" name="alpha">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.12" name="beta">10.0</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@hcv" id="treeLikelihood.hcv" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:hcv">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:hcv" shape="@gammaShape.s:hcv" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:hcv" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:hcv" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="gtr.s:hcv" rateAC="@rateAC.s:hcv" rateAG="@rateAG.s:hcv" rateAT="@rateAT.s:hcv" rateCG="@rateCG.s:hcv" rateGT="@rateGT.s:hcv" spec="beast.evolution.substitutionmodel.GTR">
#                    <parameter estimate="false" id="rateCT.s:hcv" lower="0.0" name="rateCT">1.0</parameter>
#                    <frequencies id="estimatedFreqs.s:hcv" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:hcv" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:hcv" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:hcv" name="clock.rate">7.9E-4</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	rateAC	rateAG	rateAT	rateCG	rateGT	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	gammaShape
598000	-6660.786911145141	-6162.318986957493	-498.4679241876486	-6162.318986957493	400.48736215510615	0.1778763049109324	0.3121360166912054	0.23983026625504084	0.2701574121428211	0.1351745105049834	0.7039711131393922	0.12981221818212202	0.04818753051817846	0.07677825392489117	-457.1379588270833	12350.396907485883	4423.87869406597	1004.2858878978283	218.76864637413644	7	3	20	32	0.3420274218281668
599000	-6702.448743851339	-6192.222164706888	-510.22657914445034	-6192.222164706888	531.326529331547	0.1778763049109324	0.3121360166912054	0.23983026625504084	0.2701574121428211	0.1351745105049834	0.7039711131393922	0.12981221818212202	0.04818753051817846	0.07928459613841171	-467.61850590121463	9955.460314723636	10396.578562571765	1203.0257143676654	344.638371162281	9	1	22	30	0.3420274218281668
600000	-6689.959853836734	-6182.269932440551	-507.6899213961826	-6182.269932440551	442.4197776108479	0.1778763049109324	0.3121360166912054	0.23983026625504084	0.2701574121428211	0.1351745105049834	0.7039711131393922	0.12981221818212202	0.04818753051817846	0.07928459613841171	-466.54488952856786	5792.20918040743	6902.091172052172	926.8370172379726	381.15465661196464	3	8	19	32	0.3420274218281668
601000	-6684.721008041417	-6177.5135550039495	-507.207453037468	-6177.5135550039495	455.0999177746451	0.1778763049109324	0.3121360166912054	0.23983026625504084	0.2701574121428211	0.1351745105049834	0.7019873086908278	0.12981221818212202	0.04818753051817846	0.07928459613841171	-464.63151207838183	21644.73949246833	5925.820613911896	954.6769027558081	212.28483925116385	2	9	17	34	0.3420274218281668
602000	-6680.799322482548	-6173.668304047852	-507.1310184346962	-6173.668304047852	481.7741366279894	0.1778763049109324	0.3121360166912054	0.23983026625504084	0.2701574121428211	0.1351745105049834	0.7019873086908278	0.12981221818212202	0.04818753051817846	0.07928459613841171	-466.0913622384517	5628.640439334695	7588.937068995178	733.7591239137728	282.9436679961947	8	4	20	30	0.3420274218281668
603000	-6679.031425279627	-6178.678929981545	-500.3524952980824	-6178.678929981545	441.10383890694055	0.1778763049109324	0.3121360166912054	0.23983026625504084	0.2701574121428211	0.09197495707856251	0.7019873086908278	0.10209797186642439	0.04818753051817846	0.07928459613841171	-459.143728474199	9682.22782604494	8170.949147127848	856.1713412043732	290.23378219391304	6	6	16	34	0.3420274218281668
604000	-6669.822574609126	-6169.903680056129	-499.9188945529972	-6169.903680056129	447.4122483539614	0.1778763049109324	0.3121360166912054	0.23983026625504084	0.2701574121428211	0.12747529174020986	0.7019873086908278	0.10209797186642439	0.04818753051817846	0.07928459613841171	-458.91506783629126	11323.434216762484	7073.559986594009	458.30581940817495	245.4797309426452	5	7	19	31	0.3420274218281668
605000	-6678.853334247081	-6173.753122157343	-505.100212089738	-6173.753122157343	405.346125351289	0.1778763049109324	0.3121360166912054	0.23983026625504084	0.2701574121428211	0.12747529174020986	0.813285461803132	0.10209797186642439	0.04818753051817846	0.07928459613841171	-466.44125562775923	7308.006127981051	1340.822020126711	502.0468725154334	313.61973921507825	13	10	12	27	0.3420274218281668
606000	-6669.8246152117945	-6171.131247830099	-498.6933673816958	-6171.131247830099	444.23052363286644	0.1778763049109324	0.3121360166912054	0.23983026625504084	0.2701574121428211	0.12747529174020986	0.813285461803132	0.10209797186642439	0.04818753051817846	0.07928459613841171	-461.2101031814592	6696.092605552176	726.9663094117323	160.43439809574733	257.5771191631819	14	10	18	20	0.3420274218281668
607000	-6679.683214301464	-6177.089849496565	-502.59336480489986	-6177.089849496565	476.79332968507896	0.1778763049109324	0.3121360166912054	0.23983026625504084	0.2701574121428211	0.12747529174020986	0.813285461803132	0.10209797186642439	0.06766123857993835	0.07928459613841171	-463.309723225961	6634.831278817398	1879.2530056297062	186.0592619910525	362.6195078904362	12	8	13	29	0.3420274218281668
608000	-6675.887804591014	-6172.518592410119	-503.3692121808951	-6172.518592410119	483.03933253692827	0.1778763049109324	0.3121360166912054	0.23983026625504084	0.2701574121428211	0.12747529174020986	0.81555873175006	0.12204001040656044	0.06766123857993835	0.07928459613841171	-463.5089892413794	10047.18526968169	2261.996827455577	262.65417615187533	249.32208157932104	8	13	8	33	0.42498825084410674
609000	-6685.333298783697	-6175.790417960008	-509.5428808236886	-6175.790417960008	496.1505034144905	0.1778763049109324	0.3121360166912054	0.23983026625504084	0.2701574121428211	0.12747529174020986	0.81555873175006	0.12700457417895591	0.06766123857993835	0.07732007047787758	-468.8388496135748	4572.272353353928	5801.875524846933	155.2372971918817	307.80295576227644	2	19	6	35	0.42498825084410674
610000	-6618.604465518377	-6165.578906530998	-453.0255589873784	-6165.578906530998	387.11286312277747	0.18970461830957622	0.3350014710812344	0.2288612399914855	0.24643267061770377	0.15570225123331707	0.8445448394641359	0.18272873705566034	0.05936181829768133	0.12402536641556224	-409.59509029705833	9022.323707031399	2738.5828773364487	73.50787900993359	368.0319285395243	9	8	41	4	0.3246793390096889
611000	-6670.502289029483	-6177.8603012234935	-492.64198780598923	-6177.8603012234935	361.65915185718404	0.1778763049109324	0.31012781429714703	0.2418384686490992	0.2701574121428211	0.12747529174020986	0.9182220347052534	0.12700457417895591	0.06766123857993835	0.08548691901957325	-451.8667248296991	7866.215797031859	5736.608822162208	172.70702902175807	206.53814101831716	5	10	1	46	0.42498825084410674
612000	-6680.9564364942435	-6184.78754547485	-496.16889101939387	-6184.78754547485	411.17128396638003	0.16077703459261758	0.31012781429714703	0.258937738967414	0.2701574121428211	0.12747529174020986	0.9182220347052534	0.12700457417895591	0.05695881512412716	0.08548691901957325	-455.0766870128573	8824.808019635242	6159.088009625098	329.8949199910476	243.17992128821786	1	15	2	44	0.42498825084410674
613000	-6684.493650393821	-6178.535662578185	-505.9579878156356	-6178.535662578185	497.64285148315355	0.16077703459261758	0.31012781429714703	0.258937738967414	0.2701574121428211	0.12747529174020986	0.9182220347052534	0.12700457417895591	0.05695881512412716	0.08548691901957325	-461.9568965636257	26165.4066793862	8113.232787204209	1143.5721833791156	290.5215183351666	6	9	2	45	0.42498825084410674
614000	-6696.553961138885	-6188.899550483737	-507.6544106551482	-6188.899550483737	409.40241063493494	0.16077703459261758	0.30255864837107005	0.266506904893491	0.2701574121428211	0.12747529174020986	0.8026505936311591	0.12700457417895591	0.05695881512412716	0.08548691901957325	-461.7330347084227	18708.880688712252	13168.907774677793	6591.536197651063	200.4725512466144	1	10	7	44	0.3839700750478233
615000	-6676.191861851882	-6176.811131975103	-499.3807298767784	-6176.811131975103	416.9359515019185	0.16077703459261758	0.30255864837107005	0.266506904893491	0.2701574121428211	0.12747529174020986	0.8026505936311591	0.12700457417895591	0.058079925760228406	0.08548691901957325	-455.55624814835295	9512.348664049192	6073.391428775401	5041.886215345717	229.11171585807693	4	11	2	45	0.3839700750478233
616000	-6664.487453820729	-6168.261476595716	-496.22597722501285	-6168.261476595716	415.9541550554148	0.16077703459261758	0.3297800898485245	0.24535038247496993	0.26409249308388766	0.1288086319400649	0.8026505936311591	0.12700457417895591	0.05378426885913831	0.08548691901957325	-455.28170591425317	2569.4641764227927	5815.480855052231	1321.9026259813795	273.0393144879904	1	13	4	44	0.3839700750478233
617000	-6671.857790241504	-6169.872045557957	-501.9857446835467	-6169.872045557957	385.56446675700255	0.16077703459261758	0.3297800898485245	0.24535038247496993	0.26409249308388766	0.1288086319400649	0.8026505936311591	0.12700457417895591	0.06372779792554513	0.08548691901957325	-458.6807619017824	8565.020484017816	11734.001038279559	1550.156385840717	192.82958242492188	5	10	4	43	0.3839700750478233
618000	-6699.907932341929	-6194.626164281609	-505.2817680603205	-6194.626164281609	417.3645465653464	0.16077703459261758	0.3297800898485245	0.24535038247496993	0.26409249308388766	0.1288086319400649	0.7527932737728401	0.12700457417895591	0.06372779792554513	0.0781226038685994	-459.750711783177	21952.395727549974	9705.677652360424	5420.337041002846	310.59088078465135	1	5	10	46	0.3839700750478233
619000	-6674.4504431513315	-6183.187712440042	-491.2627307112897	-6183.187712440042	344.7404056023943	0.16077703459261758	0.3297800898485245	0.22833640193150379	0.2811064736273538	0.1288086319400649	0.8953981679118744	0.12700457417895591	0.06372779792554513	0.0781226038685994	-451.17408831098913	7682.230430527309	2125.3593234934765	914.7630737702489	122.97661245814827	10	6	8	38	0.3839700750478233
620000	-6678.270036754113	-6185.6893593930645	-492.5806773610483	-6185.6893593930645	410.5421852885002	0.1920900065344766	0.3297800898485245	0.19702342998964473	0.2811064736273538	0.1711796239020252	0.8953981679118744	0.12700457417895591	0.06372779792554513	0.0781226038685994	-450.8263866473821	6715.434525764539	5470.3178332281	1224.9161395689368	258.650323888749	2	8	9	43	0.39869106319151093
621000	-6655.191119073907	-6167.418750845266	-487.7723682286414	-6167.418750845266	459.1731668229206	0.18970461830957622	0.34407053614063987	0.21979217493208003	0.24643267061770377	0.10383693870069612	0.9034779733335168	0.10279449414238612	0.05311651798045035	0.12402536641556224	-450.3015035056986	7334.961164464075	809.5859775363019	107.33579076932236	148.8699234161462	16	1	3	42	0.31020132980039133
622000	-6679.525042160536	-6182.2623757573965	-497.2626664031395	-6182.2623757573965	403.0293722692438	0.2050144412269944	0.3168556551560067	0.19702342998964473	0.2811064736273538	0.09686081710173294	0.8934220370515038	0.10626809728571673	0.06372779792554513	0.0781226038685994	-456.37676745113924	4771.509076188783	6935.059104290737	817.5477676452524	296.12151528878474	1	13	5	43	0.41901411343064476
623000	-6656.662431689898	-6167.761293447361	-488.9011382425365	-6167.761293447361	356.5860228718792	0.2050144412269944	0.3168556551560067	0.19702342998964473	0.2811064736273538	0.12503983848217093	0.8886226714396982	0.10626809728571673	0.05953287719159691	0.0781226038685994	-447.3366938243848	12954.314188414417	7527.991934932249	344.8189183678963	235.47112456654696	7	6	4	45	0.33005225298121715
624000	-6668.288416294099	-6181.376079769126	-486.91233652497374	-6181.376079769126	384.458328006291	0.2050144412269944	0.3168556551560067	0.19702342998964473	0.2811064736273538	0.12503983848217093	0.7573176475868741	0.10626809728571673	0.04679687765104535	0.06915879771340286	-445.80236491254306	7486.513396823655	6953.345431132557	1181.8578387062212	243.34751105699112	7	5	3	47	0.33005225298121715
625000	-6665.535044078719	-6176.04698684326	-489.48805723545877	-6176.04698684326	373.4985463558226	0.2050144412269944	0.31808764641949283	0.19579143872615862	0.2811064736273538	0.12503983848217093	0.7573176475868741	0.10626809728571673	0.04679687765104535	0.06915879771340286	-449.2775740955577	8831.887416317533	4713.529692350494	647.5473048364739	255.1319431891465	5	5	3	49	0.33005225298121715
626000	-6669.798919824599	-6177.672742588629	-492.126177235969	-6177.672742588629	443.75755523020484	0.2050144412269944	0.31808764641949283	0.19579143872615862	0.2811064736273538	0.12503983848217093	0.7573176475868741	0.10626809728571673	0.09559570359499946	0.06915879771340286	-452.4050000963032	11355.906239033528	937.0469568662282	609.8691389709531	202.2330548393095	11	6	7	38	0.33005225298121715
627000	-6650.692285851525	-6162.086739009978	-488.6055468415471	-6162.086739009978	461.580249725486	0.2050144412269944	0.31808764641949283	0.19579143872615862	0.2811064736273538	0.12503983848217093	0.7873664695522459	0.10626809728571673	0.09559570359499946	0.11394657989793734	-448.3193646159244	14676.190718659747	620.2051029408308	504.7006536249109	174.4348516208582	12	9	4	37	0.33005225298121715
628000	-6649.072917323896	-6163.409137239013	-485.6637800848833	-6163.409137239013	329.47290813137863	0.2050144412269944	0.31808764641949283	0.19579143872615862	0.2811064736273538	0.12503983848217093	0.8062884603606231	0.10626809728571673	0.09559570359499946	0.11394657989793734	-445.31289665602407	9261.774329539738	849.8762720580136	858.4595028048647	184.93327122534401	11	4	8	39	0.33005225298121715
629000	-6664.459938596063	-6168.0086524205535	-496.4512861755088	-6168.0086524205535	391.8843533589459	0.2050144412269944	0.31808764641949283	0.19579143872615862	0.2811064736273538	0.12503983848217093	0.8062884603606231	0.10626809728571673	0.09559570359499946	0.08201329951412642	-456.7262410291628	5417.587034958275	3341.4396523146597	580.9036435078776	180.31280842980803	10	8	5	39	0.33005225298121715
630000	-6683.186654279171	-6179.963318244599	-503.2233360345727	-6179.963318244599	424.85593504929994	0.19680963434897136	0.31808764641949283	0.20399624560418164	0.2811064736273538	0.12503983848217093	0.8062884603606231	0.10626809728571673	0.09559570359499946	0.08201329951412642	-461.16116178656694	21973.591525425	1767.8857020199448	879.9175098291739	247.22931917541442	10	13	3	36	0.33005225298121715
631000	-6639.84475509579	-6167.656518380531	-472.18823671525826	-6167.656518380531	369.42482576877245	0.18165125360164708	0.34407053614063987	0.21979217493208003	0.2544860353256329	0.12982192537483694	0.9034779733335168	0.12340237162038088	0.05311651798045035	0.13638023949606903	-433.9629309043211	5303.844124377643	221.67184324099625	103.33609253393708	347.60884341009694	15	31	12	4	0.3225998245973587
632000	-6655.177472788691	-6166.998227643321	-488.1792451453702	-6166.998227643321	343.9458609581944	0.19680963434897136	0.31808764641949283	0.20399624560418164	0.2811064736273538	0.12503983848217093	0.8062884603606231	0.10626809728571673	0.09559570359499946	0.07397034883943307	-447.94485996773193	7538.241885643074	2563.9237794514465	828.5734234791277	244.43150826862765	10	11	1	40	0.33005225298121715
633000	-6632.692686594504	-6155.605713101427	-477.08697349307766	-6155.605713101427	342.84027675462767	0.18165125360164708	0.34407053614063987	0.21979217493208003	0.2544860353256329	0.11757125627625133	0.9034779733335168	0.09633403371140208	0.05573022851393497	0.09487237526036633	-441.10065091863385	4593.441011061174	186.80796784043275	152.74759334005398	225.88220100989318	16	18	23	5	0.3225998245973587
634000	-6658.730659371454	-6169.8617787304	-488.86888064105386	-6169.8617787304	389.9506612762208	0.17074086322542023	0.2976660412517508	0.2504866218954748	0.2811064736273538	0.12503983848217093	0.8062884603606231	0.10626809728571673	0.0521463513689666	0.07397034883943307	-451.02173653000057	7006.543422853087	892.1471525984979	196.57806608780305	273.67657483786905	9	18	2	33	0.38193894262499534
635000	-6676.2454062778625	-6171.172820250721	-505.0725860271416	-6171.172820250721	456.97690796806756	0.17074086322542023	0.2976660412517508	0.2504866218954748	0.2811064736273538	0.13703563126940202	0.8062884603606231	0.10626809728571673	0.0521463513689666	0.07397034883943307	-466.59666005958337	4973.539518578367	617.9287934101084	907.1370043472562	191.95758879198004	10	7	4	41	0.38193894262499534
636000	-6693.985141695938	-6189.603276855226	-504.38186484071207	-6189.603276855226	457.7606767480294	0.17074086322542023	0.2976660412517508	0.2504866218954748	0.2811064736273538	0.13703563126940202	0.8062884603606231	0.10626809728571673	0.050825003605347	0.07397034883943307	-462.96410762197416	13876.678378194985	5081.075490706352	450.34956343092034	385.7884889014705	10	3	16	33	0.38193894262499534
637000	-6685.037805184754	-6180.879809809206	-504.1579953755477	-6180.879809809206	461.4256090699902	0.17074086322542023	0.2976660412517508	0.2504866218954748	0.2811064736273538	0.13703563126940202	0.8062884603606231	0.10626809728571673	0.050825003605347	0.06360964718485795	-465.7787794700677	5111.047801363876	1123.368881830128	894.5784400370295	238.3462398730643	12	1	15	34	0.33713315394912685
638000	-6687.703169942592	-6188.183666505563	-499.5195034370285	-6188.183666505563	449.38861022448094	0.17074086322542023	0.2900151127340405	0.2581375504131851	0.2811064736273538	0.14717400689566087	0.8062884603606231	0.10626809728571673	0.05856040542088918	0.0721694127129198	-459.854258284068	5677.960246937415	3715.9626994181604	438.40351418585567	340.9534497471421	7	7	14	34	0.33713315394912685
639000	-6695.5397402709405	-6190.846234215281	-504.69350605566007	-6190.846234215281	475.5288325150179	0.17074086322542023	0.2900151127340405	0.2581375504131851	0.2811064736273538	0.14717400689566087	0.8062884603606231	0.1471975073274216	0.05856040542088918	0.0721694127129198	-465.74453235495247	8269.531067917269	835.8446789360088	238.8102504960973	353.66054273772534	15	6	20	21	0.33713315394912685
640000	-6712.261322063865	-6204.392621113392	-507.8687009504727	-6204.392621113392	541.6490950608443	0.17074086322542023	0.2798146442090398	0.2581375504131851	0.29130694215235453	0.14717400689566087	0.7687727822173486	0.1471975073274216	0.04371921314764361	0.0721694127129198	-468.48581653156316	6391.292638942744	2837.1182932402935	575.0082295903973	227.58516690923025	13	2	28	19	0.33713315394912685
641000	-6681.6520989833725	-6188.632804541623	-493.0192944417498	-6188.632804541623	467.5502732004634	0.2004355254762741	0.2798146442090398	0.2581375504131851	0.26161227990150066	0.11771753342595265	0.7687727822173486	0.1471975073274216	0.04371921314764361	0.11191148058050908	-454.17480929839945	7552.7200982888235	1571.6430156703116	262.5211711476648	253.07024473296698	9	6	26	21	0.33713315394912685
642000	-6685.072914443959	-6188.507660957104	-496.5652534868547	-6188.507660957104	427.1324188932221	0.2004355254762741	0.2798146442090398	0.2581375504131851	0.26161227990150066	0.11771753342595265	0.7687727822173486	0.1471975073274216	0.04371921314764361	0.10063028199952433	-455.23427743943864	16347.959629647594	3162.1920648829077	259.66994516649726	368.60792379544677	7	6	31	18	0.33713315394912685
643000	-6648.041277473156	-6168.829784320973	-479.2114931521832	-6168.829784320973	373.4973806663929	0.206711137858769	0.33231072486009083	0.20649210195550713	0.2544860353256329	0.09298702191869919	0.7308017619020802	0.12109668744322713	0.05573022851393497	0.08972049420310145	-439.8842793895364	4418.959373514864	145.10546860587453	684.6174135208325	27.128849151722907	18	40	1	3	0.30929448182849195
644000	-6681.754197138563	-6185.389755285741	-496.3644418528219	-6185.389755285741	385.7155225239736	0.2004355254762741	0.2798146442090398	0.2581375504131851	0.26161227990150066	0.11771753342595265	0.7687727822173486	0.1471975073274216	0.04371921314764361	0.10063028199952433	-456.25243948875436	7419.541183918439	4766.179098213938	281.625606012787	223.94196492396202	7	6	28	21	0.40511040925065506
645000	-6662.1548148178845	-6179.290322670157	-482.8644921477273	-6179.290322670157	363.27368080940676	0.19346698765892087	0.2798146442090398	0.2581375504131851	0.2685808177188539	0.16435208490349343	0.7687727822173486	0.1471975073274216	0.08143136519686114	0.10063028199952433	-442.86463723122273	7686.154475994252	2620.3229624769215	291.5964529971729	157.61047845237044	8	6	27	21	0.3734057442221481
646000	-6673.280708963153	-6172.892981028445	-500.38772793470844	-6172.892981028445	414.419979283452	0.19346698765892087	0.2798146442090398	0.2581375504131851	0.2685808177188539	0.16435208490349343	0.8031928658405639	0.1471975073274216	0.08143136519686114	0.09741876339049078	-458.56706029904194	3680.470718678446	6996.796396312201	363.5256146677619	406.578771818617	5	10	25	22	0.3734057442221481
647000	-6684.311980702167	-6181.533757921029	-502.7782227811373	-6181.533757921029	411.9447570573991	0.19346698765892087	0.2798146442090398	0.2581375504131851	0.2685808177188539	0.16435208490349343	0.6893297071221884	0.07606645689934607	0.08143136519686114	0.09741876339049078	-460.1399762430635	13640.519535574505	9984.49313521964	395.0113976031585	333.40349201739747	2	13	21	26	0.3734057442221481
648000	-6690.550130813193	-6187.993667840927	-502.55646297226707	-6187.993667840927	401.1035500299437	0.19346698765892087	0.2798146442090398	0.2581375504131851	0.2685808177188539	0.16435208490349343	0.8067208233080768	0.0975137197923326	0.08143136519686114	0.09741876339049078	-462.0059258584134	9431.564579148531	2167.4485935730354	525.5710317625343	324.48699878953045	10	8	17	27	0.3980778505125336
649000	-6686.944417469925	-6186.842502486886	-500.1019149830387	-6186.842502486886	352.35361147626713	0.19346698765892087	0.2798146442090398	0.2581375504131851	0.2685808177188539	0.11522010527049387	0.8067208233080768	0.11114953527705569	0.08143136519686114	0.09741876339049078	-461.55330364310055	6603.759790695485	1055.801420326835	245.6759750993948	271.3200042797933	12	6	9	35	0.3980778505125336
650000	-6668.656870634049	-6173.4401366838	-495.21673395024874	-6173.4401366838	365.6102325088585	0.19346698765892087	0.2798146442090398	0.2581375504131851	0.2685808177188539	0.12505396518501624	0.8067208233080768	0.11114953527705569	0.08143136519686114	0.09741876339049078	-456.38521202192135	7774.471962247317	1201.0102838264374	277.62946014420316	204.85689365328767	10	15	2	35	0.3980778505125336
651000	-6668.508553399374	-6168.111395803444	-500.39715759592997	-6168.111395803444	362.2669441239463	0.19346698765892087	0.30411284941527494	0.23383934520694996	0.2685808177188539	0.12505396518501624	0.8067208233080768	0.1188454747081341	0.08143136519686114	0.09741876339049078	-460.804244738237	5399.19556319484	1960.0049440632847	706.3138531766896	284.50183707986554	11	9	2	40	0.3980778505125336
652000	-6664.564464031656	-6179.503203375242	-485.0612606564134	-6179.503203375242	400.8734411826548	0.18524462579517229	0.30411284941527494	0.23383934520694996	0.2768031795826025	0.1277072070345607	0.9058806212723741	0.12883269356240093	0.08143136519686114	0.09741876339049078	-446.1694451895435	9798.466039255934	533.0339189506393	176.96928969362517	233.59430255160393	11	12	10	29	0.3980778505125336
653000	-6677.688884343472	-6181.079984512734	-496.608899830738	-6181.079984512734	456.68242568618064	0.18314021227610405	0.30363108803582917	0.23383934520694996	0.27938935448111646	0.1277072070345607	0.9058806212723741	0.12883269356240093	0.08143136519686114	0.09741876339049078	-457.35263305786543	8727.963373166023	948.8573406518037	205.37158701193016	257.0306621343571	11	9	15	27	0.3980778505125336
654000	-6671.758123524165	-6188.536869978363	-483.2212535458025	-6188.536869978363	384.0695467305603	0.18314021227610405	0.30363108803582917	0.23383934520694996	0.27938935448111646	0.1277072070345607	0.9058806212723741	0.12883269356240093	0.11118811573125553	0.05805949215527971	-444.303248069539	11035.605346552735	431.381029073479	213.1671434179422	252.3383836017021	10	14	10	28	0.3980778505125336
655000	-6669.793447110633	-6177.373560725613	-492.4198863850197	-6177.373560725613	449.1996398663971	0.18314021227610405	0.30363108803582917	0.23383934520694996	0.27938935448111646	0.1277072070345607	0.905613092160691	0.12973795950953454	0.11118811573125553	0.05805949215527971	-453.12112390658876	6076.8016618535585	624.1452262295531	706.6123704140266	340.56549879812576	9	3	11	39	0.3980778505125336
656000	-6665.567585859143	-6178.200197873023	-487.3673879861198	-6178.200197873023	382.4434546828634	0.18314021227610405	0.30363108803582917	0.23383934520694996	0.27938935448111646	0.1277072070345607	0.905613092160691	0.12973795950953454	0.11118811573125553	0.10064888093511583	-445.76667553492905	13283.133894631337	2288.5287534817494	162.74681319256538	310.17038096189054	9	5	18	30	0.345637950987877
657000	-6676.833250700206	-6181.966237440462	-494.86701325974445	-6181.966237440462	380.95358114863933	0.18314021227610405	0.30363108803582917	0.23383934520694996	0.27938935448111646	0.1277072070345607	0.905613092160691	0.12973795950953454	0.11118811573125553	0.10064888093511583	-452.196337771853	19670.417423535477	2797.1974706365304	220.8634073902085	376.95871685641833	9	5	16	32	0.345637950987877
658000	-6668.981178774882	-6185.227711942333	-483.753466832549	-6185.227711942333	436.8622175008411	0.18314021227610405	0.32025842844351426	0.23383934520694996	0.26276201407343136	0.1277072070345607	0.905613092160691	0.11166826672553898	0.11118811573125553	0.10064888093511583	-444.80630577570025	8190.232908994367	322.0621986877252	326.8689775889023	264.8370276394674	9	17	12	24	0.3518170894163632
659000	-6677.46925571591	-6196.954010153978	-480.51524556193164	-6196.954010153978	396.849222966195	0.18314021227610405	0.32025842844351426	0.23383934520694996	0.26276201407343136	0.10233326200808045	0.905613092160691	0.19978390820389882	0.11118811573125553	0.10064888093511583	-441.3390067604627	7563.577490063368	507.575888844486	303.49640180083054	260.5607462006105	9	16	5	32	0.3518170894163632
