#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BayesianSkyline.t:hcv" spec="beast.evolution.tree.coalescent.BayesianSkyline">
#            <parameter dimension="4" id="bPopSizes.t:hcv" lower="0.0" name="popSizes" spec="beast.core.parameter.RealParameter">380.0</parameter>
#            <groupSizes dimension="4" id="bGroupSizes.t:hcv" spec="beast.core.parameter.IntegerParameter">1</groupSizes>
#            <treeIntervals id="BSPTreeIntervals.t:hcv" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:hcv" spec="beast.evolution.tree.Tree">
#                    <taxonset id="TaxonSet.hcv" spec="beast.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <distribution id="MarkovChainedPopSizes.t:hcv" jeffreys="true" parameter="@bPopSizes.t:hcv" spec="beast.math.distributions.MarkovChainDistribution"/>
#        <prior id="FrequenciesPrior.s:hcv" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:hcv" lower="0.0" name="x" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <Uniform id="Uniform.3" name="distr"/>
#        </prior>
#        <prior id="GammaShapePrior.s:hcv" name="distribution">
#            <parameter id="gammaShape.s:hcv" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="RateACPrior.s:hcv" name="distribution">
#            <parameter id="rateAC.s:hcv" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.3" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.4" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateAGPrior.s:hcv" name="distribution">
#            <parameter id="rateAG.s:hcv" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.5" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.6" name="beta" spec="beast.core.parameter.RealParameter">20.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateATPrior.s:hcv" name="distribution">
#            <parameter id="rateAT.s:hcv" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.2" name="distr">
#                <parameter estimate="false" id="RealParameter.7" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.8" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateCGPrior.s:hcv" name="distribution">
#            <parameter id="rateCG.s:hcv" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.3" name="distr">
#                <parameter estimate="false" id="RealParameter.9" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.10" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateGTPrior.s:hcv" name="distribution">
#            <parameter id="rateGT.s:hcv" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.5" name="distr">
#                <parameter estimate="false" id="RealParameter.13" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.14" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@hcv" id="treeLikelihood.hcv" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:hcv">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:hcv" shape="@gammaShape.s:hcv" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:hcv" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:hcv" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="gtr.s:hcv" rateAC="@rateAC.s:hcv" rateAG="@rateAG.s:hcv" rateAT="@rateAT.s:hcv" rateCG="@rateCG.s:hcv" rateGT="@rateGT.s:hcv" spec="beast.evolution.substitutionmodel.GTR">
#                    <parameter estimate="false" id="rateCT.s:hcv" lower="0.0" name="rateCT" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                    <frequencies frequencies="@freqParameter.s:hcv" id="estimatedFreqs.s:hcv" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:hcv" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:hcv" name="clock.rate" spec="beast.core.parameter.RealParameter">7.9E-4</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	rateAC	rateAG	rateAT	rateCG	rateGT	gammaShape	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
0	-26883.923338958983	-26471.783735292363	-412.1396036666207	-26471.783735292363	3.382364858342967	1.0	1.0	1.0	1.0	1.0	1.0	-368.4742190182039	380.0	380.0	380.0	380.0	16	16	15	15	0.25	0.25	0.25	0.25
1000	-10917.172324723331	-10284.376912994978	-632.7954117283538	-10284.376912994978	954.2757380057012	0.7932069444798455	1.307715488282358	1.0	0.8085853280923934	1.0	1.0	-586.1369846655529	1123.475204337884	824.5418424071136	373.71523813051965	774.106735790004	20	17	16	9	0.25	0.25	0.25	0.25
2000	-9690.132816478406	-9132.047467124847	-558.085349353559	-9132.047467124847	389.4944283313166	0.8575131800472446	1.0	1.0	1.0	0.809890506150045	0.3080132146748208	-511.1379663838909	3652.3016777020107	1237.508033701887	621.5794265196116	195.0633075799792	27	20	5	10	0.25	0.2522042032957498	0.24930791898357363	0.24848787772067657
3000	-8943.435875091684	-8393.320161908618	-550.1157131830653	-8393.320161908618	439.81429672550775	0.8575131800472446	1.88714346323847	1.0	1.0	0.809890506150045	0.33914527521949694	-501.0549645750274	6857.376493039397	725.8742898003684	827.8464221609291	273.30644566029065	18	27	10	7	0.25	0.2522042032957498	0.24930791898357363	0.24848787772067657
4000	-8544.047560123372	-8012.272201388335	-531.7753587350375	-8012.272201388335	376.51317973849393	0.8575131800472446	1.88714346323847	1.0	0.7927730543460463	0.809890506150045	0.33914527521949694	-483.2022791066248	9097.627841548741	964.9727958269772	308.7318777580637	321.1997849868075	5	34	11	12	0.25	0.2522042032957498	0.24930791898357363	0.24848787772067657
5000	-8027.404148287556	-7501.5192457141875	-525.884902573369	-7501.5192457141875	357.9386186716993	0.26114394703806615	1.7002453961213375	0.9571557874814076	0.42685429054626906	0.9612809414020822	0.3674642899298412	-480.0527707598623	5583.111046027456	1309.468745987641	447.59175340088325	94.38556907762991	11	25	22	4	0.25	0.25	0.25	0.25
6000	-7624.732763089737	-7084.886434663083	-539.8463284266544	-7084.886434663083	456.6764482217115	0.33593800874683183	3.4641509837582385	0.9637554048951964	0.736266801321106	0.6304771118915725	0.33914527521949694	-488.9295080766765	27933.786214781972	1459.6878855363905	410.8903874763694	488.9480816896099	7	25	14	16	0.25	0.2522042032957498	0.24930791898357363	0.24848787772067657
7000	-7422.593868832461	-6889.988933222524	-532.6049356099378	-6889.988933222524	470.89854037426375	0.3062657627524837	3.4641509837582385	0.9637554048951964	0.736266801321106	0.6304771118915725	0.33914527521949694	-484.00619201807774	11718.50547288756	1281.4046797818817	429.8911225555671	289.75608454029157	5	27	17	13	0.25	0.2522042032957498	0.24930791898357363	0.24848787772067657
8000	-7276.347674037589	-6753.172141058572	-523.1755329790168	-6753.172141058572	400.8874383988515	0.3062657627524837	3.4641509837582385	0.9637554048951964	0.6304212840276591	0.6304771118915725	0.3379192789742079	-474.4823450269245	10706.209935924691	1750.4933398440503	281.1717272367026	377.2603064333253	6	22	21	13	0.25	0.2522042032957498	0.24930791898357363	0.24848787772067657
9000	-7238.7678060551625	-6720.571332841209	-518.1964732139534	-6720.571332841209	462.05947279180145	0.3081638345039596	3.4641509837582385	0.9637554048951964	0.6304212840276591	0.6304771118915725	0.3379192789742079	-470.1558812850717	9289.833797790376	1612.266716291709	298.6097536845526	284.9762331445715	8	17	33	4	0.25	0.2522042032957498	0.24930791898357363	0.24848787772067657
10000	-7185.429429693914	-6672.990988032202	-512.438441661712	-6672.990988032202	414.772025597234	0.26745276209847313	3.4641509837582385	0.668421858370371	0.6304212840276591	0.6304771118915725	0.3379192789742079	-464.11039683646294	21267.248935088508	884.4706610045473	282.01903853432805	213.49404076695083	5	20	35	2	0.24660216241706812	0.25560204087868166	0.24930791898357363	0.24848787772067657
11000	-7144.267940680497	-6632.372454180008	-511.895486500489	-6632.372454180008	395.1155254624185	0.26745276209847313	2.588515432653439	0.668421858370371	0.6304212840276591	0.6304771118915725	0.3379192789742079	-462.41500209901756	18698.847388587878	1587.8273050531566	351.84819460993816	610.4735621814507	5	20	35	2	0.24660216241706812	0.26371418123077445	0.2411957786314808	0.24848787772067657
12000	-7082.501468135937	-6572.066352508675	-510.4351156272621	-6572.066352508675	385.189290132329	0.26745276209847313	2.588515432653439	0.668421858370371	0.3947586642335905	0.5404903830917233	0.37329330696823604	-464.86769827829346	7832.57545341863	847.8479750586264	292.2620728167284	238.78992176699217	6	21	34	1	0.24660216241706812	0.26371418123077445	0.2411957786314808	0.24848787772067657
13000	-7044.042658016779	-6535.475692496253	-508.5669655205254	-6535.475692496253	387.91930297859875	0.26745276209847313	2.588515432653439	0.668421858370371	0.23925067688419915	0.5404903830917233	0.37329330696823604	-461.7747127737092	10870.700318765354	960.1272763669658	269.0899134334431	516.7070070579716	9	17	30	6	0.24660216241706812	0.26371418123077445	0.2411957786314808	0.24848787772067657
14000	-7031.053372145391	-6533.1663700257395	-497.88700211965136	-6533.1663700257395	378.5645273021707	0.26745276209847313	2.588515432653439	0.668421858370371	0.23925067688419915	0.5404903830917233	0.37329330696823604	-451.74980799592134	9922.349261116427	1150.1565949569585	217.18350407612064	335.60579266915653	9	13	36	4	0.2530532050478392	0.26371418123077445	0.23474473600070972	0.24848787772067657
15000	-6956.761547854022	-6455.085365228419	-501.67618262560313	-6455.085365228419	421.8146266310691	0.26745276209847313	2.588515432653439	0.37280093609300025	0.23925067688419915	0.28078643681666154	0.3212664617662101	-456.2175110199177	6151.239415473173	865.7250981573021	262.12562079475833	803.3156224936286	10	14	33	5	0.2530532050478392	0.26371418123077445	0.23474473600070972	0.24848787772067657
